content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Setelah update kenapa fitur penjual banyak bug nya ya? Fitur pembeli juga di akun saya yg ini malah gak dapat gratis ongkir padahal akun satu nya dpt banyak, aneh banget ini shopee makin ke sini",1,Negatif,setelah update kenapa fitur penjual banyak bug nya ya fitur pembeli juga di akun saya yg ini malah gak dapat gratis ongkir padahal akun satu nya dpt banyak aneh banget ini shopee makin ke sini,update fitur penjual bug nya ya fitur pembeli akun yg gak gratis ongkir akun nya dpt aneh banget shopee,"['update', 'fitur', 'penjual', 'bug', 'nya', 'ya', 'fitur', 'pembeli', 'akun', 'yg', 'gak', 'gratis', 'ongkir', 'akun', 'nya', 'dpt', 'aneh', 'banget', 'shopee']",update fitur jual bug nya ya fitur beli akun yg gak gratis ongkir akun nya dpt aneh banget shopee
"Terimakasih Shopee. Masalah koin yang tidak masuk sudah dapat diatasi dan untuk pencarian yang menggunakan kata umum juga udah beres. Cuma mungkin untuk masalah seperti pencarian produk harus loading dan menunggu lama agar muncul belum teratasi sempurna. Kadang buat scroll aja terasa lambat banget geraknya, udah cek jaringan sendiri dan aman-aman aja. Semoga dapat diperbaiki.",4,Positif,terimakasih shopee masalah koin yang tidak masuk sudah dapat diatasi dan untuk pencarian yang menggunakan kata umum juga udah beres cuma mungkin untuk masalah seperti pencarian produk harus loading dan menunggu lama agar muncul belum teratasi sempurna kadang buat scroll aja terasa lambat banget geraknya udah cek jaringan sendiri dan amanaman aja semoga dapat diperbaiki,terimakasih shopee koin masuk diatasi pencarian udah beres pencarian produk loading menunggu muncul teratasi sempurna kadang scroll aja lambat banget geraknya udah cek jaringan amanaman aja semoga diperbaiki,"['terimakasih', 'shopee', 'koin', 'masuk', 'diatasi', 'pencarian', 'udah', 'beres', 'pencarian', 'produk', 'loading', 'menunggu', 'muncul', 'teratasi', 'sempurna', 'kadang', 'scroll', 'aja', 'lambat', 'banget', 'geraknya', 'udah', 'cek', 'jaringan', 'amanaman', 'aja', 'semoga', 'diperbaiki']",terimakasih shopee koin masuk atas cari udah beres cari produk loading tunggu muncul atas sempurna kadang scroll aja lambat banget gerak udah cek jaring amanaman aja moga baik
tidak senyaman pada awalnya. sekarang susah untuk buka pilihan. koneksi error mulu sedangkan sinyal full. sekedar searchpun gk bisa. mohon perbaikan untuk kenyamanan menggunakan app ini.,1,Negatif,tidak senyaman pada awalnya sekarang susah untuk buka pilihan koneksi error mulu sedangkan sinyal full sekedar searchpun gk bisa mohon perbaikan untuk kenyamanan menggunakan app ini,senyaman susah buka pilihan koneksi error mulu sinyal full sekedar searchpun gk mohon perbaikan kenyamanan app,"['senyaman', 'susah', 'buka', 'pilihan', 'koneksi', 'error', 'mulu', 'sinyal', 'full', 'sekedar', 'searchpun', 'gk', 'mohon', 'perbaikan', 'kenyamanan', 'app']",nyaman susah buka pilih koneksi error mulu sinyal full dar searchpun gk mohon baik nyaman app
Top up shopeepay via BRI Saldo dari rekening sudah terpotong sedangkan saldo shopeepay tidak bertambah. Saya sangat kecewa jadi takut pakai shopeepay takutnya pas tup op jutaan saldo gk masuk berabe deh👎👎👎👎 Pelayanan shopee sangat mengecewakan baru kali ini isi saldo tapi saldonya gk bertambah sangat merugikan pengguna👎👎 Saya tunggu 1 × 24 jam klo saldonya gk masuk bakal saya viralin,1,Negatif,top up shopeepay via bri saldo dari rekening sudah terpotong sedangkan saldo shopeepay tidak bertambah saya sangat kecewa jadi takut pakai shopeepay takutnya pas tup op jutaan saldo gk masuk berabe deh pelayanan shopee sangat mengecewakan baru kali ini isi saldo tapi saldonya gk bertambah sangat merugikan pengguna saya tunggu    jam klo saldonya gk masuk bakal saya viralin,top up shopeepay via bri saldo rekening terpotong saldo shopeepay bertambah kecewa takut pakai shopeepay takutnya pas tup op jutaan saldo gk masuk berabe deh pelayanan shopee mengecewakan kali isi saldo saldonya gk bertambah merugikan pengguna tunggu jam klo saldonya gk masuk viralin,"['top', 'up', 'shopeepay', 'via', 'bri', 'saldo', 'rekening', 'terpotong', 'saldo', 'shopeepay', 'bertambah', 'kecewa', 'takut', 'pakai', 'shopeepay', 'takutnya', 'pas', 'tup', 'op', 'jutaan', 'saldo', 'gk', 'masuk', 'berabe', 'deh', 'pelayanan', 'shopee', 'mengecewakan', 'kali', 'isi', 'saldo', 'saldonya', 'gk', 'bertambah', 'merugikan', 'pengguna', 'tunggu', 'jam', 'klo', 'saldonya', 'gk', 'masuk', 'viralin']",top up shopeepay via bri saldo rekening potong saldo shopeepay tambah kecewa takut pakai shopeepay takut pas tup op juta saldo gk masuk berabe deh layan shopee kecewa kali isi saldo saldo gk tambah rugi guna tunggu jam klo saldo gk masuk viralin
"Padahal di update terus tiap bulan tapi semakin berat loading nya lama banget, pdahal baru beli hp baru ram 8 , aplikasi yang lain lancar"" aja . Apk shopee sekarang berat di buka nya gak kaya dlu",1,Negatif,padahal di update terus tiap bulan tapi semakin berat loading nya lama banget pdahal baru beli hp baru ram   aplikasi yang lain lancar aja  apk shopee sekarang berat di buka nya gak kaya dlu,update berat loading nya banget pdahal beli hp ram aplikasi lancar aja apk shopee berat buka nya gak kaya dlu,"['update', 'berat', 'loading', 'nya', 'banget', 'pdahal', 'beli', 'hp', 'ram', 'aplikasi', 'lancar', 'aja', 'apk', 'shopee', 'berat', 'buka', 'nya', 'gak', 'kaya', 'dlu']",update berat loading nya banget pdahal beli hp ram aplikasi lancar aja apk shopee berat buka nya gak kaya dlu
"Aplikasi nya dari tadi malam error. Udah update, jaringan juga bagus, tapi gak bisa bayar tagihan spaylater, alhasil jadi telat bayarrr",1,Negatif,aplikasi nya dari tadi malam error udah update jaringan juga bagus tapi gak bisa bayar tagihan spaylater alhasil jadi telat bayarrr,aplikasi nya malam error udah update jaringan bagus gak bayar tagihan spaylater alhasil telat bayarrr,"['aplikasi', 'nya', 'malam', 'error', 'udah', 'update', 'jaringan', 'bagus', 'gak', 'bayar', 'tagihan', 'spaylater', 'alhasil', 'telat', 'bayarrr']",aplikasi nya malam error udah update jaring bagus gak bayar tagih spaylater alhasil telat bayarrr
"Walaupun ada beberapa penjual yang mengurangi jumlah pembelian,so far masalahnya masih bisa di atasi,sudah berapa puluh juta belanja di shopee,semoga shopee tetap bertahan utk berpuluh2 tahun ke depannya nanti 🤲👍",5,Positif,walaupun ada beberapa penjual yang mengurangi jumlah pembelianso far masalahnya masih bisa di atasisudah berapa puluh juta belanja di shopeesemoga shopee tetap bertahan utk berpuluh tahun ke depannya nanti ,penjual mengurangi pembelianso far atasisudah puluh juta belanja shopeesemoga shopee bertahan utk berpuluh depannya,"['penjual', 'mengurangi', 'pembelianso', 'far', 'atasisudah', 'puluh', 'juta', 'belanja', 'shopeesemoga', 'shopee', 'bertahan', 'utk', 'berpuluh', 'depannya']",jual kurang pembelianso far atasisudah puluh juta belanja shopeesemoga shopee tahan utk puluh depan
"Shoope video banyak yang berisi konten 18+, maksudnya kebanyakan berisi wanita-wanita yang menonjolkan bentuk tubuhnya. Tolong perbaiki fitur tidak tertarik. Karena saya selalu memencet tombol tidak tertarik namun video tersebut setelah relog masih ada, atau video kurang pantas lainnya masih bermunculan. Kasihan anak-anak kami yang ga sengaja nonton, otaknya rusak.",1,Negatif,shoope video banyak yang berisi konten  maksudnya kebanyakan berisi wanitawanita yang menonjolkan bentuk tubuhnya tolong perbaiki fitur tidak tertarik karena saya selalu memencet tombol tidak tertarik namun video tersebut setelah relog masih ada atau video kurang pantas lainnya masih bermunculan kasihan anakanak kami yang ga sengaja nonton otaknya rusak,shoope video berisi konten maksudnya kebanyakan berisi wanitawanita menonjolkan bentuk tubuhnya tolong perbaiki fitur tertarik memencet tombol tertarik video relog video bermunculan kasihan anakanak ga sengaja nonton otaknya rusak,"['shoope', 'video', 'berisi', 'konten', 'maksudnya', 'kebanyakan', 'berisi', 'wanitawanita', 'menonjolkan', 'bentuk', 'tubuhnya', 'tolong', 'perbaiki', 'fitur', 'tertarik', 'memencet', 'tombol', 'tertarik', 'video', 'relog', 'video', 'bermunculan', 'kasihan', 'anakanak', 'ga', 'sengaja', 'nonton', 'otaknya', 'rusak']",shoope video isi konten maksud banyak isi wanitawanita tonjol bentuk tubuh tolong baik fitur tarik pencet tombol tarik video relog video muncul kasihan anakanak ga sengaja nonton otak rusak
"Aplikasi lemot, klau udah buka shopee pasti jaringannya langsung lalot, dan lagi shopee video udah ga bgus, masa ia bonus nya sekarang di tarik ke koin doang, jadi males tolong dong shopee upgrade sesuai yg bgus ini malah makin kurang",1,Negatif,aplikasi lemot klau udah buka shopee pasti jaringannya langsung lalot dan lagi shopee video udah ga bgus masa ia bonus nya sekarang di tarik ke koin doang jadi males tolong dong shopee upgrade sesuai yg bgus ini malah makin kurang,aplikasi lemot klau udah buka shopee jaringannya langsung lalot shopee video udah ga bgus bonus nya tarik koin doang males tolong shopee upgrade sesuai yg bgus,"['aplikasi', 'lemot', 'klau', 'udah', 'buka', 'shopee', 'jaringannya', 'langsung', 'lalot', 'shopee', 'video', 'udah', 'ga', 'bgus', 'bonus', 'nya', 'tarik', 'koin', 'doang', 'males', 'tolong', 'shopee', 'upgrade', 'sesuai', 'yg', 'bgus']",aplikasi lot klau udah buka shopee jaring langsung lalot shopee video udah ga bgus bonus nya tarik koin doang males tolong shopee upgrade sesuai yg bgus
Shopie makin lama bukan makin bagus malah makin buruk!!! Sdh bagus nonton video pendapatan masuk shopie pay ..! Eh skrg malah ganti Coin yang sy rasa gk guna !! Coin 2000 aja kalau buat belanja malah kebaca 1750 yg 250 kemana!!!!! Enak na pake shopie pay!!! Mw bankrut kah shopie!!! Bkn nya di tambah pendapatan nya malah di ganti coin!! Di kurangi pula!!!! Hadeeeeeh!!!! ..sedeng pikirannya yg pnya ide!!,1,Negatif,shopie makin lama bukan makin bagus malah makin buruk sdh bagus nonton video pendapatan masuk shopie pay  eh skrg malah ganti coin yang sy rasa gk guna  coin  aja kalau buat belanja malah kebaca  yg  kemana enak na pake shopie pay mw bankrut kah shopie bkn nya di tambah pendapatan nya malah di ganti coin di kurangi pula hadeeeeeh sedeng pikirannya yg pnya ide,shopie bagus buruk sdh bagus nonton video pendapatan masuk shopie pay eh skrg ganti coin sy gk coin aja belanja kebaca yg kemana enak na pake shopie pay mw bankrut kah shopie bkn nya pendapatan nya ganti coin kurangi hadeeeeeh sedeng pikirannya yg pnya ide,"['shopie', 'bagus', 'buruk', 'sdh', 'bagus', 'nonton', 'video', 'pendapatan', 'masuk', 'shopie', 'pay', 'eh', 'skrg', 'ganti', 'coin', 'sy', 'gk', 'coin', 'aja', 'belanja', 'kebaca', 'yg', 'kemana', 'enak', 'na', 'pake', 'shopie', 'pay', 'mw', 'bankrut', 'kah', 'shopie', 'bkn', 'nya', 'pendapatan', 'nya', 'ganti', 'coin', 'kurangi', 'hadeeeeeh', 'sedeng', 'pikirannya', 'yg', 'pnya', 'ide']",shopie bagus buruk sdh bagus nonton video dapat masuk shopie pay eh skrg ganti coin sy gk coin aja belanja baca yg mana enak na pake shopie pay mw bankrut kah shopie bkn nya dapat nya ganti coin kurang hadeeeeeh sedeng pikir yg pnya ide
"Terima kasih shopee layanan cukup bagus. Cuma ada sedikit catatan tentang aplikasinya. Walau sudah di update yg terbaru terkadang suka lemot, di klik muncul halaman putih dan harus keluar dulu appnya dan dibuka lagi baru bisa normal. Saran carilah pengembang app yg cerdas agar aplikasinya bisa lancar, ringan, fitur yg bermanfaat dan nyaris tanpa bug. Saran kedua manjakanlah pengguna lama yg setia agar bisa gratis ongkir 100% tanpa embel embel dan jangan hanya mengutamakan pengguna baru. Sampun",5,Positif,terima kasih shopee layanan cukup bagus cuma ada sedikit catatan tentang aplikasinya walau sudah di update yg terbaru terkadang suka lemot di klik muncul halaman putih dan harus keluar dulu appnya dan dibuka lagi baru bisa normal saran carilah pengembang app yg cerdas agar aplikasinya bisa lancar ringan fitur yg bermanfaat dan nyaris tanpa bug saran kedua manjakanlah pengguna lama yg setia agar bisa gratis ongkir  tanpa embel embel dan jangan hanya mengutamakan pengguna baru sampun,terima kasih shopee layanan bagus catatan aplikasinya update yg terbaru terkadang suka lemot klik muncul halaman putih appnya dibuka normal saran carilah pengembang app yg cerdas aplikasinya lancar ringan fitur yg bermanfaat bug saran manjakanlah pengguna yg setia gratis ongkir embel embel mengutamakan pengguna sampun,"['terima', 'kasih', 'shopee', 'layanan', 'bagus', 'catatan', 'aplikasinya', 'update', 'yg', 'terbaru', 'terkadang', 'suka', 'lemot', 'klik', 'muncul', 'halaman', 'putih', 'appnya', 'dibuka', 'normal', 'saran', 'carilah', 'pengembang', 'app', 'yg', 'cerdas', 'aplikasinya', 'lancar', 'ringan', 'fitur', 'yg', 'bermanfaat', 'bug', 'saran', 'manjakanlah', 'pengguna', 'yg', 'setia', 'gratis', 'ongkir', 'embel', 'embel', 'mengutamakan', 'pengguna', 'sampun']",terima kasih shopee layan bagus catat aplikasi update yg baru terkadang suka lot klik muncul halaman putih appnya buka normal saran cari kembang app yg cerdas aplikasi lancar ringan fitur yg manfaat bug saran manja guna yg setia gratis ongkir embel embel utama guna sampun
"Wah apa apaan ini shopeee, lemott banget gabisa top up shopepay udh 2hari, ga bs chekout pakai shopepay juga udh di updte versi trbaru juga , katanya hapus cache, log out dlu , logint ,eeh malahh mw login aja gabisa lagiii waaduuhhh kalau dibìlangkoneksi i ternet ga baik, yang lain lancar2 ajaa kok semuaa, tolong dong ! Mau minta bantuan dari shope juga gabisaa, semuaaaaaaa eror🙄",2,Negatif,wah apa apaan ini shopeee lemott banget gabisa top up shopepay udh hari ga bs chekout pakai shopepay juga udh di updte versi trbaru juga  katanya hapus cache log out dlu  logint eeh malahh mw login aja gabisa lagiii waaduuhhh kalau diblangkoneksi i ternet ga baik yang lain lancar ajaa kok semuaa tolong dong  mau minta bantuan dari shope juga gabisaa semuaaaaaaa eror,shopeee lemott banget gabisa top up shopepay udh ga bs chekout pakai shopepay udh updte versi trbaru hapus cache log out dlu logint eeh malahh mw login aja gabisa lagiii waaduuhhh diblangkoneksi i ternet ga lancar ajaa semuaa tolong bantuan shope gabisaa semuaaaaaaa eror,"['shopeee', 'lemott', 'banget', 'gabisa', 'top', 'up', 'shopepay', 'udh', 'ga', 'bs', 'chekout', 'pakai', 'shopepay', 'udh', 'updte', 'versi', 'trbaru', 'hapus', 'cache', 'log', 'out', 'dlu', 'logint', 'eeh', 'malahh', 'mw', 'login', 'aja', 'gabisa', 'lagiii', 'waaduuhhh', 'diblangkoneksi', 'i', 'ternet', 'ga', 'lancar', 'ajaa', 'semuaa', 'tolong', 'bantuan', 'shope', 'gabisaa', 'semuaaaaaaa', 'eror']",shopeee lemott banget gabisa top up shopepay udh ga bs chekout pakai shopepay udh updte versi trbaru hapus cache log out dlu logint eeh malahh mw login aja gabisa lagiii waaduuhhh diblangkoneksi i net ga lancar ajaa semuaa tolong bantu shope gabisaa semuaaaaaaa eror
Sekarang penarikan saldo dari menonton video hanya bisa di tarik berbentuk koin.. balikin sperti dulu dong. Biar nambah saldo shoppepay nya,1,Negatif,sekarang penarikan saldo dari menonton video hanya bisa di tarik berbentuk koin balikin sperti dulu dong biar nambah saldo shoppepay nya,penarikan saldo menonton video tarik berbentuk koin balikin sperti biar nambah saldo shoppepay nya,"['penarikan', 'saldo', 'menonton', 'video', 'tarik', 'berbentuk', 'koin', 'balikin', 'sperti', 'biar', 'nambah', 'saldo', 'shoppepay', 'nya']",tari saldo tonton video tarik bentuk koin balikin sperti biar nambah saldo shoppepay nya
Shopee pelit vocer sekarang. Sering error vocer ongkir live. Udah klaim vocer tapi nggak bisa pake. Beberapa kali lapor Cs tapi di jawab vocernya terbatas kuota nya. Padahal saya member platinum sudah 4th belanja disini. Payah emang...,1,Negatif,shopee pelit vocer sekarang sering error vocer ongkir live udah klaim vocer tapi nggak bisa pake beberapa kali lapor cs tapi di jawab vocernya terbatas kuota nya padahal saya member platinum sudah th belanja disini payah emang,shopee pelit vocer error vocer ongkir live udah klaim vocer nggak pake kali lapor cs vocernya terbatas kuota nya member platinum th belanja payah emang,"['shopee', 'pelit', 'vocer', 'error', 'vocer', 'ongkir', 'live', 'udah', 'klaim', 'vocer', 'nggak', 'pake', 'kali', 'lapor', 'cs', 'vocernya', 'terbatas', 'kuota', 'nya', 'member', 'platinum', 'th', 'belanja', 'payah', 'emang']",shopee pelit vocer error vocer ongkir live udah klaim vocer nggak pake kali lapor cs vocernya batas kuota nya member platinum th belanja payah emang
"Shoppe mantab, sya selalu belanja dishope, Tapi sayangnya untuk gratis ongkirnya ga bisa 0 rupiah cuman dikurangin aja beberapa buat ongkir, semoga untuk selanjutnya biar bisa ongkirnya bnar2 0 rupiah dan satu lagi perbaiki aplikasinya biar ga lemot karna sering pas lagi cari2 barang eh kadang suka ngelag sendiri, thankss shopee😉",5,Positif,shoppe mantab sya selalu belanja dishope tapi sayangnya untuk gratis ongkirnya ga bisa  rupiah cuman dikurangin aja beberapa buat ongkir semoga untuk selanjutnya biar bisa ongkirnya bnar  rupiah dan satu lagi perbaiki aplikasinya biar ga lemot karna sering pas lagi cari barang eh kadang suka ngelag sendiri thankss shopee,shoppe mantab sya belanja dishope sayangnya gratis ongkirnya ga rupiah cuman dikurangin aja ongkir semoga biar ongkirnya bnar rupiah perbaiki aplikasinya biar ga lemot karna pas cari barang eh kadang suka ngelag thankss shopee,"['shoppe', 'mantab', 'sya', 'belanja', 'dishope', 'sayangnya', 'gratis', 'ongkirnya', 'ga', 'rupiah', 'cuman', 'dikurangin', 'aja', 'ongkir', 'semoga', 'biar', 'ongkirnya', 'bnar', 'rupiah', 'perbaiki', 'aplikasinya', 'biar', 'ga', 'lemot', 'karna', 'pas', 'cari', 'barang', 'eh', 'kadang', 'suka', 'ngelag', 'thankss', 'shopee']",shoppe mantab sya belanja dishope sayang gratis ongkirnya ga rupiah cuman rangin aja ongkir moga biar ongkirnya bnar rupiah baik aplikasi biar ga lot karna pas cari barang eh kadang suka ngelag thankss shopee
"Lemotnya minta ampun padahal udah apk versi terbaru, udah log in/log out, hapus cache, tanya permasalahan lewat cs. Sama aja gak ada hasilnya",1,Negatif,lemotnya minta ampun padahal udah apk versi terbaru udah log inlog out hapus cache tanya permasalahan lewat cs sama aja gak ada hasilnya,lemotnya ampun udah apk versi terbaru udah log inlog out hapus cache permasalahan cs aja gak hasilnya,"['lemotnya', 'ampun', 'udah', 'apk', 'versi', 'terbaru', 'udah', 'log', 'inlog', 'out', 'hapus', 'cache', 'permasalahan', 'cs', 'aja', 'gak', 'hasilnya']",lot ampun udah apk versi baru udah log inlog out hapus cache masalah cs aja gak hasil
"Sy sudah bertahun2 pakai shopee, dan baru saja terkena penipuan. sy batalkan pesanan, tp si penipu menolak dan keukeuh mengirimkan brg. si penipu belum mengirimkan brg, mrk mengirimkan brg dengan melakukan metode drop ke agen ekspedisi terdekat. sy sdh contact jasa ekspedisi, namun dr pihak ekspedisi mengarahkan sy utk lapor shopee lg. anehnya shopee ini lama memberi jawaban, dan bukannya segera blokir toko dan batalkan pesanan krn blm d kirim. shopee ini sprtinya mmng melindungi scam seller...",2,Negatif,sy sudah bertahun pakai shopee dan baru saja terkena penipuan sy batalkan pesanan tp si penipu menolak dan keukeuh mengirimkan brg si penipu belum mengirimkan brg mrk mengirimkan brg dengan melakukan metode drop ke agen ekspedisi terdekat sy sdh contact jasa ekspedisi namun dr pihak ekspedisi mengarahkan sy utk lapor shopee lg anehnya shopee ini lama memberi jawaban dan bukannya segera blokir toko dan batalkan pesanan krn blm d kirim shopee ini sprtinya mmng melindungi scam seller,sy bertahun pakai shopee terkena penipuan sy batalkan pesanan tp si penipu menolak keukeuh mengirimkan brg si penipu mengirimkan brg mrk mengirimkan brg metode drop agen ekspedisi terdekat sy sdh contact jasa ekspedisi dr ekspedisi mengarahkan sy utk lapor shopee lg anehnya shopee blokir toko batalkan pesanan krn blm d kirim shopee sprtinya mmng melindungi scam seller,"['sy', 'bertahun', 'pakai', 'shopee', 'terkena', 'penipuan', 'sy', 'batalkan', 'pesanan', 'tp', 'si', 'penipu', 'menolak', 'keukeuh', 'mengirimkan', 'brg', 'si', 'penipu', 'mengirimkan', 'brg', 'mrk', 'mengirimkan', 'brg', 'metode', 'drop', 'agen', 'ekspedisi', 'terdekat', 'sy', 'sdh', 'contact', 'jasa', 'ekspedisi', 'dr', 'ekspedisi', 'mengarahkan', 'sy', 'utk', 'lapor', 'shopee', 'lg', 'anehnya', 'shopee', 'blokir', 'toko', 'batalkan', 'pesanan', 'krn', 'blm', 'd', 'kirim', 'shopee', 'sprtinya', 'mmng', 'melindungi', 'scam', 'seller']",sy tahun pakai shopee kena tipu sy batal pesan tp si tipu tolak keukeuh kirim brg si tipu kirim brg mrk kirim brg metode drop agen ekspedisi dekat sy sdh contact jasa ekspedisi dr ekspedisi arah sy utk lapor shopee lg aneh shopee blokir toko batal pesan krn blm d kirim shopee sprtinya mmng lindung scam seller
"Voucher gratis ongkir tiba-tiba hilang padahal belum digunakan saat promo gajian sale, padahal belum berganti hari. Saya cek akun lain promo belum berakhir dan voucher masih ada. Tp di akun saya sudah hilang. Aneeh. Chat CS tidak ada penyelesaian, malah disuruh mengikuti even promo berikutnya.",1,Negatif,voucher gratis ongkir tibatiba hilang padahal belum digunakan saat promo gajian sale padahal belum berganti hari saya cek akun lain promo belum berakhir dan voucher masih ada tp di akun saya sudah hilang aneeh chat cs tidak ada penyelesaian malah disuruh mengikuti even promo berikutnya,voucher gratis ongkir tibatiba hilang promo gajian sale berganti cek akun promo voucher tp akun hilang aneeh chat cs penyelesaian disuruh mengikuti even promo,"['voucher', 'gratis', 'ongkir', 'tibatiba', 'hilang', 'promo', 'gajian', 'sale', 'berganti', 'cek', 'akun', 'promo', 'voucher', 'tp', 'akun', 'hilang', 'aneeh', 'chat', 'cs', 'penyelesaian', 'disuruh', 'mengikuti', 'even', 'promo']",voucher gratis ongkir tibatiba hilang promo gaji sale ganti cek akun promo voucher tp akun hilang aneeh chat cs selesai suruh ikut even promo
"Suka banget belanja di shopee karna ada fitur shopee mall kadi barang barangnya ngga ngecewain Tapi kenapa saya kasih bintang 4 karna kurangnya 1 di galeri pembeli di setiap produk harusnya ada fitur untuk filter tanggal jadi kita belanja melihat review orang orang yang sudah berbelanja sebelum ny jadi tau sejak tangggal berapa produk ini bermasalah sejak tanggal berapa bintang nya merosot sejak tanggal berapa bintangnya stabil lagi Sekian, semoga kita semua di beri kesehatan dan bahagia slalu",4,Positif,suka banget belanja di shopee karna ada fitur shopee mall kadi barang barangnya ngga ngecewain tapi kenapa saya kasih bintang  karna kurangnya  di galeri pembeli di setiap produk harusnya ada fitur untuk filter tanggal jadi kita belanja melihat review orang orang yang sudah berbelanja sebelum ny jadi tau sejak tangggal berapa produk ini bermasalah sejak tanggal berapa bintang nya merosot sejak tanggal berapa bintangnya stabil lagi sekian semoga kita semua di beri kesehatan dan bahagia slalu,suka banget belanja shopee karna fitur shopee mall kadi barang barangnya ngga ngecewain kasih bintang karna kurangnya galeri pembeli produk fitur filter tanggal belanja review orang orang berbelanja ny tau tangggal produk bermasalah tanggal bintang nya merosot tanggal bintangnya stabil sekian semoga kesehatan bahagia slalu,"['suka', 'banget', 'belanja', 'shopee', 'karna', 'fitur', 'shopee', 'mall', 'kadi', 'barang', 'barangnya', 'ngga', 'ngecewain', 'kasih', 'bintang', 'karna', 'kurangnya', 'galeri', 'pembeli', 'produk', 'fitur', 'filter', 'tanggal', 'belanja', 'review', 'orang', 'orang', 'berbelanja', 'ny', 'tau', 'tangggal', 'produk', 'bermasalah', 'tanggal', 'bintang', 'nya', 'merosot', 'tanggal', 'bintangnya', 'stabil', 'sekian', 'semoga', 'kesehatan', 'bahagia', 'slalu']",suka banget belanja shopee karna fitur shopee mall kadi barang barang ngga ngecewain kasih bintang karna kurang galeri beli produk fitur filter tanggal belanja review orang orang belanja ny tau tangggal produk masalah tanggal bintang nya merosot tanggal bintang stabil sekian moga sehat bahagia slalu
"duh ini ⭐ makin turun lho retingnya, makin ssh dan ngerepotin, tiap mau bayar/transaksi/transfer/beli pulsa ga bisa mulu. koneksi lancar sampe pake wifi jg ttp ga bs. udah pembaruan trs tapi makin kesini malah makin turun kualitasnya. klo ga ada perbaikan lama² malas pake shopee 😪",2,Negatif,duh ini  makin turun lho retingnya makin ssh dan ngerepotin tiap mau bayartransaksitransferbeli pulsa ga bisa mulu koneksi lancar sampe pake wifi jg ttp ga bs udah pembaruan trs tapi makin kesini malah makin turun kualitasnya klo ga ada perbaikan lama malas pake shopee ,duh turun lho retingnya ssh ngerepotin bayartransaksitransferbeli pulsa ga mulu koneksi lancar sampe pake wifi jg ttp ga bs udah pembaruan trs kesini turun kualitasnya klo ga perbaikan malas pake shopee,"['duh', 'turun', 'lho', 'retingnya', 'ssh', 'ngerepotin', 'bayartransaksitransferbeli', 'pulsa', 'ga', 'mulu', 'koneksi', 'lancar', 'sampe', 'pake', 'wifi', 'jg', 'ttp', 'ga', 'bs', 'udah', 'pembaruan', 'trs', 'kesini', 'turun', 'kualitasnya', 'klo', 'ga', 'perbaikan', 'malas', 'pake', 'shopee']",duh turun lho retingnya ssh ngerepotin bayartransaksitransferbeli pulsa ga mulu koneksi lancar sampe pake wifi jg ttp ga bs udah baru trs kesini turun kualitas klo ga baik malas pake shopee
"Setiap order dapat barang terbaik, namun terkadang ada toko tidak amanah susah untuk pengembalian barang yang tidak sesuai pesanan yang ditawar kan, ribet. Khusus Untuk shopee is the best👍🙏",5,Positif,setiap order dapat barang terbaik namun terkadang ada toko tidak amanah susah untuk pengembalian barang yang tidak sesuai pesanan yang ditawar kan ribet khusus untuk shopee is the best,order barang terbaik terkadang toko amanah susah pengembalian barang sesuai pesanan ditawar ribet khusus shopee is the best,"['order', 'barang', 'terbaik', 'terkadang', 'toko', 'amanah', 'susah', 'pengembalian', 'barang', 'sesuai', 'pesanan', 'ditawar', 'ribet', 'khusus', 'shopee', 'is', 'the', 'best']",order barang baik terkadang toko amanah susah kembali barang sesuai pesan tawar ribet khusus shopee is the best
"Shopee adalah adalah aplilasi berbelanja yang baik, mudah, dan cepat,aplikasi ini sangat membantu ,bisa di gunakan dalam urusan dapur, barang barang, dan keperluan lainya bisa juga untuk keperluan bayi,ataupun hewan peliharaan",5,Positif,shopee adalah adalah aplilasi berbelanja yang baik mudah dan cepataplikasi ini sangat membantu bisa di gunakan dalam urusan dapur barang barang dan keperluan lainya bisa juga untuk keperluan bayiataupun hewan peliharaan,shopee aplilasi berbelanja mudah cepataplikasi membantu urusan dapur barang barang keperluan lainya keperluan bayiataupun hewan peliharaan,"['shopee', 'aplilasi', 'berbelanja', 'mudah', 'cepataplikasi', 'membantu', 'urusan', 'dapur', 'barang', 'barang', 'keperluan', 'lainya', 'keperluan', 'bayiataupun', 'hewan', 'peliharaan']",shopee aplilasi belanja mudah cepataplikasi bantu urus dapur barang barang perlu lai perlu bayiataupun hewan pelihara
"Kok ga bisa melakukan pembayaran ya, loading terus Kalau karna sinyal, saya coba pakai2 aplikasi lain lancar2 aja, ga ada masalah",1,Negatif,kok ga bisa melakukan pembayaran ya loading terus kalau karna sinyal saya coba pakai aplikasi lain lancar aja ga ada masalah,ga pembayaran ya loading karna sinyal coba pakai aplikasi lancar aja ga,"['ga', 'pembayaran', 'ya', 'loading', 'karna', 'sinyal', 'coba', 'pakai', 'aplikasi', 'lancar', 'aja', 'ga']",ga bayar ya loading karna sinyal coba pakai aplikasi lancar aja ga
