content,score,Label
"saya krm barang,dan barang sudah sampai setelah di buka pembeli barang kosong tidak ada isinya,padahal saya krm barang lengkap pihak shopee tolong untuk pembeli seperti itu di atasi,video unboxing juga tidak ada,cuma ad foto misalpun video ada pasti di buat setelah unboxing karna ya bungkusnya cuma pake kertas kado mana barang harganya 3jutaan kalau pengembalian di setujui siapa yang rugi, penjual kan",1,Negatif
"Komisi affiliates gabisa cair, selalu tidak valid terus. Kalo komplain di suruh nunggu 2-3 hari tp tak kunjung masuk² komisinya. Bilangnya nnti otomatis masuk ke saldo kak dan ternyata bohong wkwk. Di perbaiki lg ya tolong.",2,Negatif
"Aplikasi lemot, berat. Klik ini itu lama. Dulu padahal gk gini. Ini bukan karena jaringan internet kt yg lemot ya. Semoga kedepannya bisa lebih baik.",1,Negatif
sebelumnya sudah ngga da masalah tapi kok malah mengulang kesalahan yg sama setiap saya main Shopee tanam dengan koin yg saya miliki setelahnya game tidak bisa dibuka???! dengan hal itu sudah pasti saya kehilangan koin saya! selalu begitu ini sengaja atau bagaimana?!,1,Negatif
"Saya pengguna baru dan hari ini pengajuan Spaylater pakai KTP dan deteksi wajah sudah sesuai,tapi kenapa di tolak, kayak udah bener aja,kalau gak niat kasih hapus aja aplikasinya,jangan gak jelas,berapa ce limit pinjaman awalnya,paling mentok cuma 100 ribu, suami saya aja yang udah lama pakai Shopee juga gampang tu dapat limit gak seribet seperti hari ini. Ingat ya jangan salah gunakan data diri saya.",1,Negatif
"Sangat membantu, tapi tolong limit dinaekin dong, secara transaksi di shopee sudah banyak dan sering agar lebih membantu saja. Coba lihat dari transaksi dan kedisiplinan membayar jangan berpatokan pada DATA diri yg mungkin saja tidak relavan. Tolong di tanggapi, Terima kasih",5,Positif
"Kasih bintang 1 dulu deh karna percuma punya akun shopee tapi gak bisa berbelanja lagi Akun di batasi gara2 telat bayar,tapi kan tetap tanggung jawab membayar karna kendala ekonomi,saatnya ada tetap di bayarkan karna hutang itu wajib bayar,Jika sudah bisa berbelanja lagi baru kasih rating 5 lagi😀🙏",1,Negatif
"Aplikasi tidak dapat dibuka dalam pencarian barang dan melihat barang dalam kiriman, hanya tertulis ""Ups, telah terjadi kesalahan..."" Mana aplikasi makin berat, loading parah lama",1,Negatif
"Error mulu, mau belanja aja dipersulit. Shopee live klaim vouch langsung mau digunakan selalu tdk bisa. Komplain ke cs malah diminta foto ktp dan kk kan aneh. Ditanya buat apa foto ktp dan kk, tdk ada penjelasan. Bad 👎👎👎",1,Negatif
"Kenapa si setiap buka aplikasi shopee,tiba tiba suka berhenti,lg cari cari barang tiba tiba shopee tidak menanggapi,,itu ga 1x 2x tp berkali kali,tolong di perbaiki ya?",5,Positif
"Jujur saya kecewa sama shopee, padahal saya sering belanja disini dan tidak pernah merasa kecewa seperti ini, saya ajukan pengembalian barang yang menurut saya barang tersebut tidak original terlebih lagi saya sudah membeli produk tsb jadi tau mana asli dan palsu, masalahnya itu bukan barang tapi minuman yang dikonsumsi yang sudah jelas produk tersebut tidak original dan bayangkan saja jika saya memaksa mengkonsumsinya apakah memang pihak shopee akan bertanggung jawab jika terjadi apa2?",5,Positif
Lemot paraaaaah.. Ntar berapa. Menit. Kemudian nge hank.. Akhirnya keluar masuk aplikasi. Sampai capek. Tapi ya tetep di pake. Cuman udah males browsing2. Kalo udah nemu ya udah.,1,Negatif
"Baru di perbaharui lagi, dan lagi lagi laginya gak bisa check out . Pusing gak tuh, muter aja gitu titik 3😖😖😖 ko performa nya jadi kayak apk burik yah. Haduh tolong benerin yah. Dari dlu syaa pemakai shopee tapi ko performa nya semkin turun, ambless malahannn...",1,Negatif
"Bintang 1 buat shopee. Bayar susah banget karena loading yang sangat super lama, aplikasi sangat berat. Tolong dong di ringankan untuk aplikasinya, saya disini mau bayar tapi gak bisa karena buka shopepay nya selalu loading lama",1,Negatif
"Ada apa dengan shoppe saat ini, knp makin sini makin pelit vocher sii, trs knpa sering bgt tiap mau chekout gak bisa pake atau ada keterangan M02, itu knp si pdhl sering di update. Tolong dong pihak shope ini gmna, mana sering ngelag lagi!!!!!!!!",2,Negatif
"Makin lama makin menyebalkan, aplikasi makin berat, fitur reels tidak berguna(next update mungkin bs di turn off reels nya),jasa pengiriman spx pelayanan sangat buruk!!",1,Negatif
"makin lama kok makin jelek ya, pengiriman nya gagal terus, paketnya kadang di cancel sama pihak shopee sendiri, terus cod sya di nonaktifkan, aplikasi nya juga sering bug. mohon diperbaiki",2,Negatif
"Makasih Shopee banyak promo di setiap harinya, ditambah lagi ada fitur video shopee dan banyak permainan yang bisa mendapatkan reward belanja 🤪... Sejauh ini pelayanan di shopee semakin bagus",5,Positif
"Aplikasi nya bagus, cuma kendala nya sekarang makin lama makin berat nih aplikasi, update mulu parah, klok gak di update malah lelet bet",3,
"Saya Kecewa Sama Pihak Shopee Dan Shope Express nya, bagaimana tidak, Desa kami Memang jauh dari kota, pihak Jasa kirim nya tak pernah sampai ke desa kami, mereka hanya menitipkan nya jauh dengan desa kami, padahal kami sudah bayar biaya ongkir agar barang sampe kerumah, saya sangat kecewa.(Ds.Tarlawi,Wawo,Bima,NTB)",1,Negatif
"Sekarang2 kesel banget pake shopee, saya mau bayar pulsa aja loading nya dari kemaren sampe sekarang ga kelar2, padahal jaringan bagus, update aplikasinya aja ga sampe 2 menit,",2,Negatif
Saya cukup lama pakai aplikasi ini. Dalam dua tiga update terakhir ini yg lebih banyak masalahnya. Bahkan utk check in saja tidak bisa karena kalah sama bar lebih banyak. Belum lagi makin berat walaupun cache udah dibersihkan. Apa ya masalahnya? Mana ku tahu... Apakah hp ku musti dilem biru? Sayang ...,1,Negatif
Developernya abal bgt. Bikin aplikasi buat belanja doang tapi berat bgt ngalahin game. Parah banget ini optimalisasi aplikasi androidnya. Developernya gapernah nyadar kah? Ada opsi lain pake shopee lite tapi banyak fitur yg dipangkas. Aneh banget developernya. Jauh banget optimalisasinya dibanding olshop lain.,1,Negatif
"Kecewa banget dgn shopee saya tdk bisa login,,di saat login katanya jaringan bermasalah padahal jaringan nya bagus lho 4G di aplikasih lain saya bisa nonton pun🥺 Udh banyak cara saya coba bahkan saya update beberapa kali sampai pusing ini AQ🥺🙏😉Krn di shopee ada pesananq q🥺🙏 Mohon bantuannya yha kk",2,Negatif
"Aplikasinya makin kesana kok makin tambah berat kalo buat buka apa"" juga terkadang serba susah macet macet gitu kebuka nya lama terus mau liat gambar produk aja nunggu nya lama banget udh gitu bikin salah mencet ke mana mana jadinya nyebelin banget bikin kecewa lama"" pengguna nya bisa pada kabur kalo aplikasinya begitu terus perlu banyakin perbaikan saran saya harus cepat di atasi perlu di perhatika sekian dan terimakasih",1,Negatif
"Tadi saya update pengunduhan sudah 100% tapi ada notif dari sistem tdk bisa mengupdate ke versi terbaru. Dalam apk suruh update ke versi terbaru, coba jelaskan kendalanya apa. Kamu pasti paham dong masalah yg di timbulkan",4,Positif
"Shopee ini lagi kenapa sih kok akun saya dari bulan kemarin kenapa tidak ada vocher gratis ongkir lagi,, niatnya mau kredit kulkas tp ongkir mahal banget sampe 600rebu,, tolonh dong perbaiki lagi,, kalau kaya begini mending pindah haluan aja,, shopee sudah gak enak,, klw sudah di perbaiki saya kasih bintang 5 lagi",3,
"Kecewa buangettt ngettt ngetttt,..kalau bisa gak saya kasih bintang...Aplikasi nya makin berat,suka nge-lag , tak kirain hp sya..saya coba aplikasi yang lain normal,. Makin kesini makin gak jelas shopee..sudah biasa belanja di shopee tapi udah kapok sekarang ..",1,Negatif
"Aplikasi terlalu berat.., terlalu banyak fitur di dlamnya.. normalnya Skali buka aplikasi gk lebih dr 100mb, tp saat buka shoppe otak hp dipaksa baca 200mb data.. tolong diperbaiki agar bisa lancar saat mengoperasikan aplikasi ini..",3,
"Aplikasi gk jelas,gmna nih padahal ruang cukup.untuk download shoopepay,tapi selalu eror,malah di suruh ganti jaringan,tolong di tindak lanjutin dong kak,download nya pun lama padhal pake wifi",1,Negatif
shopee harus ada pembayaran lewat dana kalo bisa soalnya saya ada saldo di dana jadi ga bisa belanja di shopee saran saya mohon langsung di update ada pembayaran via dana udah tak kasih bintang 5,5,Positif
"Super lemott parahh parahh parah asli lemot super banget.. kenapa bisa begitu sih?? Padahal hp yg aku pakai sudah hp bagus Ram dan Room besar, sinyal penuh, tp kenapa lemot mau buka gambar aja.. 😭, pengen beli cepet malah bikin lama cuma nungguin loding gambar nya..uda update masi aja lamaa,, tolong dong pihak shopee..",1,Negatif
"Tolong di perbaiki sistem jaringan nya, soal nya sering hilang2 sinyal nya kalo buka shopee. Udah sih itu aja. Selebihnya udah oke kok 🙏",5,Positif
"Aplikasi kebanyakan fitur jadi! Responsi aplikasi buruk banget, sering terjadi lag dan terpaksa harus ulang lagi membuka aplikasi",1,Negatif
👍👍👍👍👍👍👍👍 Huhuhu sayang banget shopee sekarang makin banyak biaya biaya. Jadinya jarang belanja belanja lagi. Freeong nya juga makin terbatas. Padahal dulu tiap bulan pasti belanja. Sekarang pikir pikir lagi wes. Shopee hilangkan biaya biaya tambahannya dunk.,5,Positif
"Dulu senang banget dengan adanya spay later,tp sekarang tanpa alasan yg jelas gak bisa digunakan.Padahal bayar sesuai sebelum tanggal jatuh tempo.Mending kesebelah saja lebih menguntungkan.",1,Negatif
"Awalnya seneng apa lagi dg ada gamenya dan bisa lihat video dan bisa ditarik untuk ke shopeepay, tapi sekarang udah beda gamenya Masi aman tapi dari videonya skrang penarikannya untuk ke koin bukan untuk shopeepay. Kalo dapat bisa ubah ke shopeepaynya bukan ke koin",4,Positif
"Tolong untuk jangan memaksakan penjual menggunakan ekpedisi shopee xpress, kurirnya gak niat bgt pick up pencet bel rumah sekali doank, padahal dirumah ada orang, alasan katanya belnya gak bunyi. Padahal jelas2 bunyi. gak ada usaha hubungi seller atau telpon, janjian pick up jam 11 datang jam 2. Gak sekali 2x. Pernah bawa barang tapi tidak terinput dan dihilangin jg gak ada kata maaf atau merasa bersalah. Mana klo kirim ke kantornya diinput luama bisa 2hari. Jujur males bgt sm shopee xpress 🥺🥺",1,Negatif
"sangat Mudah & Terpercaya. Pesan Penting buat Shopee, jika ada lapak penipu mohon untuk di berhentikan / diblokir supaya tidak ada korban. sukses selalu untuk shopee.",5,Positif
"Makasih Shopee....belanja jd lebih mudah... Maaf bintang saya kurangi karena makin kedepan/di update kok malah lamban/loading lama dan katanya jaringan internet bermasalah padahal sinyal wifi dan jaringannya bagus...mohon dibenahi karena sayang nanti bisa pada beralih aplikasi lain pelanggannya....padahal kemarin sebelum di survei aman"" wae shopee...",3,
Sering update tk masalh yg penting makin bertmbh kualitas bukan makin buruk.untuk cekout sekarang loding selalu lama padahal jaringan di tempat saya 4G. Saya kira kalo sinyal/hp saya yg eror eh trnya ngak semua hp emng gitu,5,Positif
Tolong jasa pengiriman shopee expresnya di hapus aja. Lama sekali ngirim barang. Lebih baik pakek JNT. Kalo bisa kembaliin kek dulu biar bisa milih JNT. Milih reguler tpi dapetnya shope express nyesell.!,1,Negatif
"Mungkin Saran bisa dibikin aplikasi khusus untuk penjual, seperti lazada seller atau tiktok seller, biar tidak terlalu berat jadi bisa di pisah dan memudahkan penjual untuk menjual produk, karena untuk membuka shope saja sudah berat.",3,
"Tolongg donk shopee ini gimana?? ,saya mau checkout kok vocher gratis ongkir nya ga ada lagi ,padahal kemarin ada. Ini saya sudah update semoga bisa di perbaiki lagi aplikasi nya ,& update lagi voucher gratis ongkir nya",4,Positif
"Shopee pls deh performa ny tingkatin dong, masa dari hp jadul smpe hp sekarang yg RAM GEDE msih nge-lag. Itu kn brrti emg dri sistem apk ny ya yang jelek. Kirain makin kesini ganti hp bakalan jadi bagus. Ternyata sama aja. Apk ny nge-lag, kalau lagi nyari barang dan mau klik kdg gbisa ke klik, jd hrus kluar dri apk nya, alhasil dari ulang semua. Selalu begitu sampai sekarang. Hdeh. Kirain nge-lag krna belum update. Setelah update masih sama aja, emang gajelas ini. TOLONG DEVELOPER SHOPEE !!!!",2,Negatif
"Pengalaman saya Berbelanja di shope tidak pernah kecewa, sangat memuaskan, dan harga nya bersahabat dan toko ²nya amanah dan tidak ribet dan kurir nya ramah tamah, makasih shope.",5,Positif
Makin banyak prodak yg menipu di tambah terlalu banyak notif yg mengganggu. Kurang kurangin notif gak penting. Sm seler yg jual barang gak jelas kualitas nya itu di baned ajah. Harus nya shope punya standar sendiri dalam menentukan seler saat ingin berdagang di apk ini,1,Negatif
"Lama lama bikin kesal karena ngeleg parah padahal wifi lancar terus penipuan terus padahal aku udah nabung untuk mesin capit primum tapi ga dapat dah lah banyak banget yang boong tentang iPhone 30rb tapi ujung ujung nya malah dapet 5rb botol, tiket ke surga lah ke neraka lah poko nya banyak lah saya mohon untuk kembalikan coin saya soalnya itu sayang bangett yaallah",1,Negatif
"aplikasi nya aneh banget,masa gk bisa di buka malah stuck di logo shopee nya doang tolong ini bug di perbaiki soalnya gara gara itu jadi gk bisa belanja online di shopee 😱",1,Negatif
"Aplikasi ini cocok ny bukan buat belanja lgi, tapi lebih cocok buat ngelatih kesabaran atau naikin tensi juga boleh sih, lemot ny minta ampun,bukan karna HP, atau pun jaringan, buka APK belanja online yg warna biru atau APK lain lancar jaya... lah ini buka lama dikit kaku wkwkwk, pdhal ud lama pke APK ini, tolong hilangin video"" gak jls kyk Tik Tok gtu, dan yg gk penting lain nya..",1,Negatif
"Server Murahan. Di update tetap tidak ada perubahan, malah lag semakin parah, check out susah, Liat Ulasan Produck susah, Live Chat pun seperti manusia yang tidak siap memberi jawaban, selalu berputar/legg parah, sinyal mah oke. siap siap ditiban LAZADA.",1,Negatif
"Lebih baik dihilangkan saja fitur live/reels/video itu menurut saya tidak penting, hanya menambah beban aplikasi saja sehingga menjadi lebih berat dan lemot, padahal spek hp tinggi, dengan Ram besar, chipset juga besar dan jaringan internet juga sangat bagus tapi untuk membuka aplikasi shopee sangat lemot dikarenakan banyak fitur yang tidak penting seperti Live/Reels/Shopee video itu lebih baik dihilangkan saja fitur yang seperti itu. Terima kasih",1,Negatif
"Aplikasi bodoh tak bisa menilai data orang,,udah sering transaksi di aplikasi ini,pas kita lagi butuh dana darurat ngak bisa pinjam,,aplilasi konyolllllllll bangkeeeeee taikkkkk",1,Negatif
"Diantara shp tkp bli lzd bkl hanya shopee yg paling berat appsnya, lzd & bkl yg plg ringan. hanya diam diberanda sj tanpa buka2 iklan hp panas kyk setrikaan. Buka keranjang aja perlu waktu 25 detik. Saya harap shopee membuat aplikasi yg ramah utk hp ram 1 gb yg fungsinya utk belanja (shopeepay, voucher, tagihan) tanpa games, video.",1,Negatif
"Untuk aplikasi membantu untuk melakukan pemesanan barang baik secara cash (COD), transfer atau pun spay dan spaylater Tapi sekarang jadi ada biaya tambahan mungkin bisa dikurangi Over all bagus baik aplikasi atau pun layanannya",5,Positif
Terlalu banyak fitur fitur SAMPAH👎 dan video² pendek yg terkesan norak alay & kurang ETIS/PANTAS untuk di lihat anak²/remaja (VULGAR) tidak seperti LAZADA atau Blibli yang 👍 dengan fitur² dan pembatasan konten² videonya.,1,Negatif
"Bayar shopee pay later nya lancar. Bayar pinjaman nya lancar. Eh akun gw dibekukan. Ga bisa pay later & pinjaman nya. Tapi ga mslh, msh ada kredivo & akulaku yg msh setia. Dan limitnya lebih besar 3×lipat dari shopee... Setelah ini akan gw uninstall aplikasi ini... Aplikasi yg ga jelas & ga bisa memberikan penjelasan...",1,Negatif
"Shopee mendukung tindakan penipuan penjual dgn memenangkan penjual yg SDH menipu saya dgn menjual zoom bulanan palsu pdhl segala transaksi dilakukan di lapak Shopee dan akun zoom bisa dibuktikan tim Shopee sendiri krna aplikasi zoom bisa didownload siapa saja di play store. Barang tak dapat, uangku dikasih Shopee ke penjual. Belanja tak aman, Shopee ikut mendukung tindakan melawan hukum.",1,Negatif
"Pengiriman lama ,suka eror ,GK jelas skrg aplikasi nya GK seenak dulu orang pun jadi resah dan bosan bukan ada perbaikan,padahal skrg biasanya pemesanan dikena kan kita fkir ada perubahan rupanya makin parah udah gak jelas aplikasi ini sekarang lebih mudah untuk pemesanan dan pengiriman di aplikasi sebelah kalau bisa gak ada ranting untuk shopee sungguh kecewa!",1,Negatif
"Aplikasi marketplace bagus tapi makin lama makin buruk, sebagai seller rugi banyak karena aplikasi ini. masak barang dari Jateng bagus sampai Samarinda kurang dikit rusak harusnya bisa diklaim dong uang/nggak kembalikan paketnya, ini cuma rusak udah gitu aja tidak ada kembalikan uang/barang, udah hilang untung hilang juga barangnya.",1,Negatif
"Sudah hampir 5 bulan ini Shopee pay ku tidak bisa dipakai, padahal saldo juga ada, trus konfirmasi customer service sudah berkali2 tapi sampai sekarang belum ada konfirmasi.... Permintaan perbaruan download juga sudah saya lakukan jadinya bingung, suruh kirim alamat email sampai sekarang gak ada tanggapan jadi ragu akhirnya",3,
"Setelah di update kenapa gak bisa tarik koin di shopee video. Alasannya harus update. Ini udah di update, apa lagi yang harus di update. Mana update udah susah"" pula. Ini aplikasi shopee lama"" kok makin menurun ya performanya.",3,
"Sudah langgan belanja di shoppe, tapi maaf kasi bintang 2 karena kurir yang di desa tianyar barat pelayanan sangat buruk, sudah bebrapa kali paket saya di returr balik ke jkt, tolong di proses untuk kurir yg di desa tianyar barat, kalau terus begini pemebeli sanggat di rugikan, !!",2,Negatif
"Shoppe bagus sihh, tapi tolong dong buat pihak Shopee perbarui untuk verifikasi nomor yang sudah tidak aktif dengan verifikasi sidik jari atau kunci layar, karna saya lupa pin Shopee pay saya dan nomor telepon sudah tidak aktif, terimakasih 🙏",5,Positif
"Tolong di hapus shopee videonya! Karna itu sangat tidak berguna. Hanya bikin aplikasi berat untuk diproses(loading lama). Jangan bilang karna sinyal/hapus cache. Toh aplikasi lain aman"" aja dibuka. Jangan kan di hp,buka shopee dilaptop aja loading lama bgt. Tolong fitur yg gak berguna itu dihapus. Shopee yang dulu lancar jaya,semenjak ada shopee video makin rumit.",1,Negatif
"SHOPEE..... makasih telah membantu Dan menjadi lebih mudah untuk berbelanja sesuai dengan kebutuhan dan keinginan, Ada stoknya banyak bayar apalagi..... Seru dech, Makasih",5,Positif
"Sangat membantu, tp lemotnya gag ketulungan, raja lelet sejak ada ShopeeVideo, ShopeeBarokah, dkk. Br bk loading, br bk blank, kmbali ke dpn lg, trus jd sgt sgt menyita byk waktu, kuota, n belanja jd malasssss, kbnyakan game gag mutu gag dapetin koin malah harus kluar koin... 👎",1,Negatif
"mohon untk ongkirnya jgn terlalu besar kadang brg2 nya lumayan murah tpi pas di ongkir mahal kalau begitu sama aja dong harganya jatonya mehong jg, mohon untk ongkirnya klu gratis ya gratis bukan cuman di kurang doang, kt para ibu2 ni makanya mau beli online selain mencari yg murah namun bukan murahan selebihnya nya baik, pengiriman cepat, pihak jasa jg ramah2",5,Positif
"Shopee yg skrg lemot bgttt, pelitt voucer gratis ongkir, biaya penanganan 1k - 2k , kayanya bakal ber alih ke apk lain sih, yg pasti tiap bulan d update apk nya, d hps cache nya, dan saya selalu pake wifi yg stabil, tetep aja lelet kadang blank, mau cari 1 barang aja lamaaa bgt 🤔",1,Negatif
Ini cerita nya bagaimana ya?! Kok setelah di update kenapa malah gak muncul gambar2 dagangan yg di pilih ya?! Di beranda sih masih tampak tp saat pencarian eh gak muncul gambar produk sama sekali... Maaf saya kasih bintang 2 ya... Biar bisa cepat diperbaiki system nya,2,Negatif
"Pelayanan CS paling jelek dalam mengatasi masalah yg harus menunggu waktu lama, seperti contoh pesanan yg tidak diambil kurir sameday, tidak bisa diatasi untuk melakukan pick up ulang, harus menunggu 3x 24jam, kl begitu kan otomatis,",1,Negatif
"Perbarui app sudah. Jaringan stabil. Tapi kok lemot banget loading nya. Udah loading lama ujung"" nya error. Yg lebih parah nya lagi di suruh perbarui app padahal udah di perbarui. Semakin lama kok aplikasi shopee ini makin parah error nya. Pembaruan juga ngga ada perubahan apa apa. Tolong pihak shopee untuk permasalahan ini cepat di beresin deh. Supaya kita bisa nyaman berbelanja di shopee.",1,Negatif
"Dulu bagus ni app, makin lama makin lemot, dan pengajuan pengembalian barang susah amat, jd barang yg tidak sesuai, harus di terima karena pengembalian yg sllu di tolak . Makin payah",1,Negatif
Pada dasarnya sangat mudah dan sesuai dgn pesanan. Jarang mengecewakan. Tingkatkan lagi pelayanan nya.,5,Positif
"Aplikasi belanja yg lengkap, di tambah ada spylater makin oke, tapi selalu berat di ongkir nih, ditambah biaya admin, biaya penanganan, tapi ya gimana lagi, klo bisa di kecilkan lagi biaya² yg lain² hehe",5,Positif
"Berbelanja diShopee selalu memuaskan, menyenangkan dan ada kepastian. Semoga semakin maju dan tetap menjaga kualitasnya, kalau ada RESELER bandel/nakal mohon segera dikeluarkan/blokir. 👍👍👍👍👍 Shopee ⭐⭐⭐⭐⭐ aplikasi ku tdk muncul dihp",5,Positif
"Punya 2 toko umur 1 tahun lebih. Toko pertama tanpa ADS dapet pembeli 1 doang (selama 1 tahun). Toko yg satunya Kalau setiap ADS habis 100 ribu, dapetnya 1 pembeli doank. Terus ADS lagi habis 100 ribu, dapetnya cuma 1 juga. Buntung melulu phee shopeee.... Kenapa saya kasih 5 bintang...? Karena dg cara ini, SEMOGA shopee lebih pengertian kepada toko saya 😂 (sedih)",5,Positif
"Tolong dong min,liat ekspedisi pengirimannya, baru baru ini pengiriman nya lama sekali terutama Shopee express kalo misalkan ga niat jadi ekspedisi mending bubarin aja masih banyak ekspedisi lain yg cepat(1hari sampai) selain shopee exprees",1,Negatif
"Dulu pertama instal masih enteng pake hp ini,bahkan hp kentang ram 2 gb pun masih enteng di jaringan stabil,sekarang malah makin berat dan susah buat masuk apalagi loading produk,apa khusus buat pake wifi doang... Kecewa...!!!",1,Negatif
"Kalo di cari langsung zret,tapi pas mau liat² gambar nya kok gak bisa udah ku tunggu beberapa menit tetep sama putih semua gak ada gambar nya/tulisan nya padahal jaringan nya berjalan lancar tolong di perbaikin lagi ya🙏",4,Positif
Ada apa dengan shopee? Berkali kalai saya coba untuk mengaktifkan spylater berkali kali juga tidak bisa di aktifkan begitu juga dengan spypinjam nya sama juga ngak bisa yah ngak masalah akulaku masih ada dan lebiih mudah ketimbang shopee anggap aja apl sampah 🚮,1,Negatif
"Aplikasi ini sangat membantu sekali sesuai dengan iklan, bebas ongkirnya banyak sekali dan pengiriman barangnya super cepat dan penjual penjualnya sangat respon terhadap pembeli, sukses terus shopee, makin maju shopee,",5,Positif
Mohon maap ni min kok kalau buka shopee sekarang malah jaringan lemot ya padahal jaringan udah bagus dah di coba pakai wifi juga tapi kok gak ada perubahan ya.setelah update malah makin lemot sinyalnya.tolong ya min jaringannya di atasi.,1,Negatif
"Ribet, instal Shopee niatnya tuh mau simple untuk beli kuota internet dan segala macem. Mau isi saldo lewat mbanking biasanya ga pake kode otp sekarang pake. Mana ga masuk² lagi kode otpnya, padahal keterangannya sudah terkirim ke SMS tapi mana? ga ada, Kirain SMS saya yg eror tapi di tes SMS dari HP lain bisa kok. Ujung²nya harus kedepan juga hadehh",2,Negatif
"Shopee sekarang aplikasinya lola. Padahal koneksi internet kenceng. Khusus untuk penjual seenaknya menyelesaikan pemesanan dan nolak retur padahal barang yg dikirim tidak sesuai atau item yg dikirim kurang. Udah coba komplain dg penjual alasannya pemesanan udh selesai, gak bisa retur, dana tdk bisa kembali bla bla.. Kecewa deh pokoknya. Tolong ditinjau lg kebijakannya biar pembeli merasa puas dan penjual tdk dirugikan. Trims",3,
aplikasinya semakin ke sini terlalu berat.. ram 4 pun buka aplikasi ini ngelag-ngelag. Padahal buka aplikasi lain ga selambat aplikasi ini. UDAH GANTI HP JADI RAM 6 TERNYATA BUKA APLIKASI INI PUN TETAP AJA LEMOT.. BERAT BANGET.. JADI MALES BELANJA DI SHOPEE!!! Aplikasinya minta diupdate terus tapi udah update terbaru pun ga ada bedanya sama yg lama. Mending uninstal aja drpd bikin emosi,1,Negatif
"sejauh ini baik. semoga jadi makin baik ke depan. Edit, setelah di update kok malah ngelag ya? Kalo soal sinyal biasanya gak selemot ini. Ini tambah lemoott",3,
"Aplikasinya sangat bagus dan tidak ngelag juga, saya pesan pertama barangnya juga bagus dan juga kadang ada promo atau gratis ongkir juga pokoknya bagusssssssss",5,Positif
Sering lemot aplikasi nya padahal udah di clear chace tapi masih juga dan Uda di logout juga tapi tetep sama saja padahal jaringan nya bagus tapi tetap saja lemot dan kalau mau beli barang flash sale tetap lemot x sampai gak bisa gerak. Mohon aplikasi nya di perbaiki lagi terimakasih. sekian dari saya tolong di bales cahat nya terimakasih.🙏🙏🙏,1,Negatif
"Aplikasi ini bagus,sy suka banget, terbukti membayar, tapi sayang karena selalu lemot.... Sy tdk mengerti dgn aplikasi Shopee, dia suruh perbaha ttg ui, setelah diperbaharui jadi fatal,sdh 2 x tarik saldo Rp 200 tdk masuk...",5,Positif
Setiap masuk ke halaman buat isi saldo selalu muncul jaringan bermasalah. Padahal untuk buka yg lain bisa dan stabil jaringannya. Padahal di shopee gak hanya untuk belanja tapi bisa juga isi pulsa dan lain lain. Kalau eror gini gimana ya. Padahal udah suka banget sama shopee. Tapi makin kesini sering eror. Tolong ditingkatkan lagi.,1,Negatif
"Edit : Maaf ya ini udah editan karena sebelumnya pernah kasih ulasan dibintang 3. Sekarang saya kasih bintang 1. Sorry. Saya beneran ga nyaman karena lama banget ya load nya padahal koneksi saya bagus. Mau check-in koin aja susah banget, ada tanggal kembar updatenya lamaa banget akhirnya saya tertinggal. Apa saya harus pindah ke si ijo ya yang lancar jaya? Padahal saya suka banget belanja di shopee karena voc free ongkir nya banyak",1,Negatif
"Setelah update kenapa fitur penjual banyak bug nya ya? Fitur pembeli juga di akun saya yg ini malah gak dapat gratis ongkir padahal akun satu nya dpt banyak, aneh banget ini shopee makin ke sini",1,Negatif
"Terimakasih Shopee. Masalah koin yang tidak masuk sudah dapat diatasi dan untuk pencarian yang menggunakan kata umum juga udah beres. Cuma mungkin untuk masalah seperti pencarian produk harus loading dan menunggu lama agar muncul belum teratasi sempurna. Kadang buat scroll aja terasa lambat banget geraknya, udah cek jaringan sendiri dan aman-aman aja. Semoga dapat diperbaiki.",4,Positif
tidak senyaman pada awalnya. sekarang susah untuk buka pilihan. koneksi error mulu sedangkan sinyal full. sekedar searchpun gk bisa. mohon perbaikan untuk kenyamanan menggunakan app ini.,1,Negatif
Gamenya sering macet. Dan akun juga tiba tiba logout sendiri. Sekarang setelah di update malah beranda dan page cekin error gak bisa refresh,3,
Top up shopeepay via BRI Saldo dari rekening sudah terpotong sedangkan saldo shopeepay tidak bertambah. Saya sangat kecewa jadi takut pakai shopeepay takutnya pas tup op jutaan saldo gk masuk berabe deh👎👎👎👎 Pelayanan shopee sangat mengecewakan baru kali ini isi saldo tapi saldonya gk bertambah sangat merugikan pengguna👎👎 Saya tunggu 1 × 24 jam klo saldonya gk masuk bakal saya viralin,1,Negatif
"Aplikasi nya dari tadi malam error. Udah update, jaringan juga bagus, tapi gak bisa bayar tagihan spaylater, alhasil jadi telat bayarrr",1,Negatif
"Walaupun ada beberapa penjual yang mengurangi jumlah pembelian,so far masalahnya masih bisa di atasi,sudah berapa puluh juta belanja di shopee,semoga shopee tetap bertahan utk berpuluh2 tahun ke depannya nanti 🤲👍",5,Positif
"Shoope video banyak yang berisi konten 18+, maksudnya kebanyakan berisi wanita-wanita yang menonjolkan bentuk tubuhnya. Tolong perbaiki fitur tidak tertarik. Karena saya selalu memencet tombol tidak tertarik namun video tersebut setelah relog masih ada, atau video kurang pantas lainnya masih bermunculan. Kasihan anak-anak kami yang ga sengaja nonton, otaknya rusak.",1,Negatif
